"year","wld_id","eci"
2005,"ocnzl",0.274211
2005,"ocpng",-1.78967
2005,"saarg",0.0431832
2005,"sabol",-0.987831
2005,"sachl",-0.219227
2005,"sacol",0.0016483
2005,"saecu",-0.834114
2005,"saper",-0.566789
2005,"sapry",-0.677476
2005,"saury",-0.0374541
2005,"saven",-0.0050171
2006,"afago",-1.79006
2006,"afbwa",-1.06972
2006,"afciv",-0.922128
2006,"afcmr",-1.46478
2006,"afcog",-1.64429
2006,"afdza",-1.24843
2006,"afegy",-0.348888
2006,"afeth",-1.23126
2006,"afgab",-1.19
2006,"afgha",-0.987386
2006,"afgin",-1.50223
2006,"afken",-0.327282
2006,"aflbr",-1.08749
2006,"aflby",-0.924508
2006,"afmar",-0.427558
2006,"afmdg",-0.749257
2006,"afmli",-1.23768
2006,"afmoz",-1.10315
2006,"afmrt",-1.72149
2006,"afmus",-0.278108
2006,"afmwi",-0.900955
2006,"afnam",-0.490476
2006,"afnga",-1.54329
2006,"afsdn",-1.92228
2006,"afsen",-0.480346
2006,"aftun",0.120845
2006,"aftza",-1.10054
2006,"afuga",-0.875475
2006,"afzaf",0.104621
2006,"afzmb",-1.05587
2006,"afzwe",-0.308589
2006,"asare",-0.381546
2006,"asaze",-0.799364
2006,"asbgd",-0.89449
2006,"aschn",0.815736
2006,"asgeo",0.0438916
2006,"ashkg",0.905851
2006,"asidn",-0.0387985
2006,"asind",0.171696
2006,"asirn",-0.629464
2006,"asisr",1.08307
2006,"asjor",0.0851423
2006,"asjpn",2.51793
2006,"askaz",-0.451512
2006,"askgz",-0.350795
2006,"askhm",-1.1156
2006,"askor",1.63866
2006,"askwt",-0.422257
2006,"aslao",-0.943975
2006,"aslbn",0.240166
2006,"aslka",-0.410209
2006,"asmng",-1.12333
2006,"asmys",0.887117
2006,"asomn",-0.500024
2006,"aspak",-0.676389
2006,"asphl",0.155371
2006,"asqat",0.0549884
2006,"asrus",0.640153
2006,"assau",0.0784348
2006,"assgp",1.60513
2006,"assyr",-0.499813
2006,"astha",0.693132
2006,"astjk",-1.13839
2006,"astkm",-1.30917
2006,"astur",0.207597
2006,"asuzb",-0.68671
2006,"asvnm",-0.255178
2006,"asyem",-1.00233
2006,"eualb",-0.49914
2006,"euaut",1.8761
2006,"eubel",1.16198
2006,"eubgr",0.426491
2006,"eubih",0.505091
2006,"eublr",1.01601
2006,"euche",2.09767
2006,"eucze",1.65191
2006,"eudeu",2.15098
2006,"eudnk",1.20214
2006,"euesp",0.915851
2006,"euest",0.767365
2006,"eufin",1.87038
2006,"eufra",1.41387
2006,"eugbr",1.86746
2006,"eugrc",0.119851
2006,"euhrv",0.952345
2006,"euhun",1.46558
2006,"euirl",1.43707
2006,"euita",1.37663
2006,"eultu",0.638888
2006,"eulva",0.552176
2006,"eumda",-0.0616527
2006,"eumkd",-0.201787
2006,"eunld",1.04582
2006,"eunor",0.801761
2006,"eupol",1.06149
2006,"euprt",0.630455
2006,"eurou",0.701114
2006,"eusvk",1.35213
2006,"eusvn",1.58344
2006,"euswe",1.96475
2006,"euukr",0.556052
2006,"nacan",0.74579
2006,"nacri",0.183984
2006,"nacub",0.360038
2006,"nadom",-0.395752
2006,"nagtm",0.004446
2006,"nahnd",-0.232589
2006,"najam",-0.326299
2006,"namex",1.14522
2006,"nanic",-0.954677
2006,"napan",0.663385
2006,"naslv",-0.133418
2006,"natto",-0.234286
2006,"nausa",1.5228
2006,"ocaus",-0.370894
2006,"ocnzl",0.19554
2006,"ocpng",-1.68906
2006,"saarg",-0.0939059
2006,"sabol",-0.962638
2006,"sachl",-0.186316
2006,"sacol",0.0426336
2006,"saecu",-0.733946
2006,"saper",-0.629093
2006,"sapry",-0.722441
2006,"saury",-0.0823001
2006,"saven",-0.438732
2007,"afago",-1.6949
2007,"afbwa",-0.709298
2007,"afciv",-0.972028
2007,"afcmr",-1.4139
2007,"afcog",-1.84609
2007,"afdza",-1.6947
2007,"afegy",-0.421899
2007,"afeth",-1.0556
2007,"afgab",-1.3498
2007,"afgha",-0.847938
2007,"afgin",-1.5208
2007,"afken",-0.497309
2007,"aflbr",-1.1004
2007,"aflby",-1.454
2007,"afmar",-0.305829
2007,"afmdg",-0.669719
2007,"afmli",-1.432
2007,"afmoz",-1.2466
2007,"afmrt",-1.83169
2007,"afmus",-0.361039
2007,"afmwi",-1.0921
2007,"afnam",-0.545939
2007,"afnga",-1.7496
2007,"afsdn",-2.16969
2007,"afsen",-0.373349
2007,"aftun",0.283629
2007,"aftza",-0.887038
2007,"afuga",-0.678939
2007,"afzaf",0.135499
2007,"afzmb",-0.579629
2007,"afzwe",-0.437729
2007,"asare",-0.330549
2007,"asaze",-0.813568
2007,"asbgd",-0.778518
2007,"aschn",0.791568
2007,"asgeo",-0.22939
2007,"ashkg",0.838057
2007,"asidn",-0.0968101
2007,"asind",0.173629
2007,"asirn",-0.832178
2007,"asisr",1.1191
2007,"asjor",0.200849
2007,"asjpn",2.33879
2007,"askaz",-0.520409
2007,"askgz",-0.10781
2007,"askhm",-1.0221
2007,"askor",1.4932
2007,"askwt",-0.16193
2007,"aslao",-0.830848
2007,"aslbn",0.436888
2007,"aslka",-0.349769
2007,"asmng",-1.037
2007,"asmys",0.656868
2007,"asomn",-0.436559
2007,"aspak",-0.651098
2007,"asphl",0.0004219
2007,"asqat",-0.20686
2007,"asrus",0.482498
2007,"assau",-0.368159
2007,"assgp",1.3602
2007,"assyr",-0.344579
2007,"astha",0.708738
2007,"astjk",-1.0331
2007,"astkm",-1.2424
2007,"astur",0.366959
2007,"asuzb",-0.451459
2007,"asvnm",-0.31273
2007,"asyem",-1.1655
2007,"eualb",-0.286469
2007,"euaut",1.85319
2007,"eubel",1.1726
2007,"eubgr",0.566168
2007,"eubih",0.639118
2007,"eublr",1.1241
2007,"euche",1.98159
2007,"eucze",1.64929
2007,"eudeu",2.05189
2007,"eudnk",1.2141
2007,"euesp",0.991027
2007,"euest",0.850357
2007,"eufin",1.96379
2007,"eufra",1.4051
2007,"eugbr",1.63979
2007,"eugrc",0.242029
2007,"euhrv",0.933807
2007,"euhun",1.495
2007,"euirl",1.1793
2007,"euita",1.382
2007,"eultu",0.760978
2007,"eulva",0.639798
2007,"eumda",0.313449
2007,"eumkd",0.0007519
2007,"eunld",1.033
2007,"eunor",0.760728
2007,"eupol",1.0938
2007,"euprt",0.709888
2007,"eurou",0.904527
2007,"eusrb",0.680758
2007,"eusvk",1.3022
2007,"eusvn",1.53209
2007,"euswe",1.94439
2007,"euukr",0.616758
2007,"nacan",0.639908
2007,"nacri",0.200439
2007,"nacub",-0.575049
2007,"nadom",-0.0801741
2007,"nagtm",-0.12565
2007,"nahnd",-0.29232
2007,"najam",-0.583829
2007,"namex",1.063
2007,"nanic",-0.735288
2007,"napan",0.565018
2007,"naslv",-0.10363
2007,"natto",-0.0898931
2007,"nausa",1.4278
2007,"ocaus",-0.25423
2007,"ocnzl",0.363439
2007,"ocpng",-1.7709
2007,"saarg",0.0406665
2007,"sabol",-0.921658
2007,"sachl",-0.17698
2007,"sacol",0.123749
2007,"saecu",-0.876178
2007,"saper",-0.565059
2007,"sapry",-0.538199
2007,"saury",0.0165806
2007,"saven",-0.739018
2008,"afago",-1.8053
2008,"afbwa",-0.664258
2008,"afciv",-0.915968
2008,"afcmr",-1.4538
2008,"afcog",-1.7687
2008,"afdza",-1.2425
2008,"afegy",-0.0464688
2008,"afeth",-0.936418
2008,"afgab",-1.4096
2008,"afgha",-0.919498
2008,"afgin",-1.5018
2008,"afken",-0.308719
2008,"aflbr",-1.1694
2008,"aflby",-1.3325
2008,"afmar",-0.442448
2008,"afmdg",-0.635338
2008,"afmli",-1.1434
2008,"afmoz",-1.1293
